age,WORKCLASS,fnlwgt,EDUCATION,educational_num,MARITAL_STATUS,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_>50K
67,#N/A,182378,3,13,3,#N/A,3,1,1,9386,0,60,1,1
26,1,156848,3,13,2,12,1,1,1,0,0,40,1,0
34,#N/A,166545,4,10,3,#N/A,4,1,2,7688,0,6,1,1
23,1,217169,3,13,2,4,2,1,2,0,0,40,1,0
48,1,332884,15,12,1,11,1,1,1,0,0,40,1,0
34,1,265706,10,14,2,6,5,1,1,0,0,60,1,1
38,1,89559,4,10,#N/A,10,5,1,2,0,0,40,14,0
27,5,298510,7,9,1,9,2,1,1,0,0,40,1,0
30,4,295010,3,13,2,9,1,1,2,0,0,60,1,1
40,1,51151,#N/A,11,3,11,3,1,1,0,0,40,1,0
44,1,186790,10,14,3,1,3,1,1,0,0,48,1,0
34,1,250724,3,13,3,6,3,1,1,0,0,45,13,0
30,1,221178,7,9,#N/A,2,6,1,1,0,0,28,1,0
50,1,175804,7,9,3,6,3,1,1,0,0,48,1,0
36,1,214807,7,9,1,2,5,1,2,0,0,40,1,0
37,1,305597,3,13,3,10,3,1,1,0,0,45,1,1
18,#N/A,211177,2,8,2,#N/A,6,2,1,0,0,20,1,0
20,1,211049,4,10,2,1,2,1,2,0,0,30,1,0
29,1,606111,3,13,1,1,1,1,2,0,0,40,1,0
34,1,127195,4,10,3,1,3,1,1,0,0,40,1,0
39,3,208109,7,9,3,3,3,1,1,0,0,60,1,1
20,3,54152,4,10,2,11,1,1,2,0,0,35,1,0
37,1,200598,15,12,3,10,3,1,1,0,1740,45,1,0
25,1,109390,7,9,2,3,2,1,1,0,0,70,1,0
30,1,35724,12,15,3,10,4,1,2,0,0,45,1,1
45,6,61885,3,13,3,1,3,1,1,15024,0,48,1,1
32,1,262092,3,13,3,10,3,1,1,7298,0,50,1,1
44,1,187720,#N/A,11,2,11,5,1,1,0,0,40,1,0
59,6,145574,#N/A,11,3,1,3,1,1,0,0,40,1,1
45,1,192360,10,14,3,1,3,1,1,0,1902,50,1,1
32,1,29933,3,13,3,7,3,1,1,0,0,50,1,1
49,3,181307,12,15,3,10,3,1,1,15024,0,65,1,1
35,1,66304,8,6,3,5,3,1,1,0,0,45,1,0
49,3,219718,3,13,3,6,3,1,1,15024,0,40,1,1
29,#N/A,116820,7,9,2,#N/A,2,1,1,0,0,50,1,0
39,1,185053,7,9,2,5,1,1,2,0,0,40,1,0
37,1,222450,7,9,2,6,1,1,1,0,2339,40,23,0
63,#N/A,401531,14,2,3,#N/A,3,1,1,0,0,35,1,0
55,5,30636,7,9,3,11,3,1,1,4386,0,40,1,1
22,1,233495,6,5,1,14,1,1,2,0,0,40,1,0
32,5,159187,3,13,2,10,1,1,1,0,0,35,1,0
30,5,200892,10,14,3,10,3,1,1,0,0,40,1,0
30,1,189620,4,10,1,10,1,1,2,6849,0,40,8,0
17,2,179319,8,6,2,2,2,1,1,0,0,30,1,0
60,1,320422,4,10,1,12,1,1,2,6849,0,50,1,0
49,3,47086,3,13,4,6,5,1,2,0,0,40,1,0
49,1,176341,3,13,2,12,5,3,2,0,0,40,19,0
49,1,247892,4,10,3,11,3,2,1,0,0,30,1,0
32,1,295282,7,9,3,11,3,1,1,0,0,48,1,0
22,1,38444,3,13,2,10,1,1,2,0,0,10,1,0
61,5,115023,7,9,3,2,3,1,1,0,0,40,1,0
44,1,344060,3,13,2,10,1,1,1,27828,0,40,1,1
23,4,215115,4,10,2,4,2,1,2,0,0,25,1,0
34,1,109917,7,9,1,5,1,1,2,0,0,40,1,0
32,1,70377,12,15,2,10,1,1,2,0,0,40,1,0
47,1,193061,4,10,1,1,1,1,1,0,0,60,1,0
35,1,174308,4,10,2,3,2,1,1,0,0,40,1,0
30,1,97933,15,12,3,3,4,1,2,0,1485,37,1,1
58,1,197642,4,10,2,4,1,1,2,0,0,39,1,0
38,1,54953,3,13,3,1,3,1,1,0,0,60,1,0
25,1,60358,4,10,2,6,2,1,1,0,0,40,1,0
37,1,99270,7,9,2,3,6,1,2,0,0,40,1,0
24,1,87546,4,10,3,4,4,1,2,0,0,40,1,0
41,1,42563,3,13,3,12,4,1,2,0,0,25,1,1
44,1,325461,3,13,3,1,3,1,1,0,1902,50,1,1
58,6,186791,4,10,3,3,4,1,2,0,0,40,1,1
39,1,211154,3,13,3,12,3,1,1,0,0,50,1,0
45,1,223999,6,5,3,2,3,1,1,0,1848,40,1,1
36,1,337039,15,12,2,12,1,2,1,14344,0,40,8,1
17,1,48610,9,7,2,8,2,1,1,0,0,45,1,0
45,1,363087,7,9,#N/A,5,5,2,2,0,0,40,1,0
20,1,62865,7,9,2,14,1,1,2,0,0,45,1,0
34,1,561334,4,10,3,1,3,1,1,0,0,50,1,1
28,1,180007,4,10,2,7,2,1,1,0,0,40,1,0
37,3,33975,3,13,#N/A,3,1,1,1,0,0,50,1,0
33,1,236818,#N/A,11,2,10,5,2,2,0,0,26,1,0
63,1,339473,4,10,1,6,1,1,2,0,0,60,1,0
28,1,208965,6,5,2,5,5,#N/A,1,0,0,40,7,0
23,1,70894,15,12,2,11,6,1,1,0,0,40,1,0
90,1,40388,3,13,2,1,1,1,1,0,0,55,1,0
34,1,321709,7,9,2,2,1,1,2,0,0,28,1,0
40,1,230684,7,9,3,10,3,1,1,0,0,40,1,1
65,3,176835,10,14,5,10,1,1,2,7978,0,40,1,0
34,1,232475,4,10,1,1,1,1,1,0,0,50,1,0
46,1,208872,#N/A,11,3,10,3,1,1,0,0,40,1,1
48,1,250733,4,10,3,11,3,1,1,0,0,50,1,0
21,1,161210,7,9,3,5,3,1,1,0,0,50,1,0
35,1,317153,7,9,2,6,1,1,2,0,0,40,1,0
20,1,174436,7,9,2,11,2,1,1,0,0,60,1,0
29,1,242597,3,13,2,12,1,1,1,0,0,40,1,0
49,3,102318,15,12,1,1,1,1,1,0,0,25,1,0
59,1,113959,7,9,3,4,3,1,1,0,0,45,1,1
46,5,216647,8,6,1,9,5,1,2,0,0,20,1,0
26,1,165510,3,13,2,8,2,1,1,0,0,40,1,0
26,6,289224,3,13,2,1,1,1,1,0,0,40,1,0
37,1,333651,7,9,2,4,1,1,1,0,0,42,1,0
30,1,227146,3,13,3,6,3,1,1,0,0,40,1,1
53,1,149220,10,14,3,6,3,1,1,0,0,40,1,0
36,1,168747,3,13,2,3,1,1,1,0,0,40,1,0
33,1,167309,3,13,2,4,1,1,1,0,0,40,1,0
21,1,129699,7,9,2,4,1,1,1,0,0,40,1,0
32,1,80058,7,9,3,4,3,1,1,0,0,40,1,0
46,3,138626,7,9,3,1,3,1,1,0,0,40,1,1
36,1,309122,7,9,1,4,5,1,2,0,0,35,1,0
46,1,149640,3,13,1,10,1,1,1,0,0,45,8,1
21,1,267040,8,6,2,10,5,2,2,0,0,40,1,0
73,1,242769,7,9,3,5,3,1,1,3471,0,40,8,0
20,#N/A,210029,4,10,2,#N/A,2,1,2,0,0,40,1,0
39,1,173175,3,13,3,1,3,1,1,15024,0,50,1,1
25,1,485496,7,9,2,5,1,2,2,0,0,40,1,0
38,1,217926,7,9,3,11,3,2,1,0,0,40,1,0
56,1,456592,7,9,1,2,5,1,2,0,0,37,1,0
22,1,228516,7,9,2,5,2,1,1,0,0,40,1,0
47,1,140664,3,13,1,6,1,1,1,0,0,45,1,0
44,1,56483,3,13,2,4,2,1,2,0,0,37,1,0
27,1,191515,10,14,2,10,1,1,1,0,0,45,1,0
35,1,166416,3,13,3,1,3,1,1,0,0,50,1,1
59,1,70857,7,9,3,5,3,1,1,0,0,40,1,1
31,1,56026,7,9,3,11,3,1,1,0,0,40,1,0
45,1,123283,7,9,#N/A,5,5,2,2,0,0,15,1,0
55,3,170350,7,9,1,2,6,1,2,0,0,40,1,0
42,3,54651,12,15,3,10,3,1,1,0,0,40,18,1
31,1,176711,7,9,3,3,3,1,1,0,0,38,1,0
41,2,70884,7,9,3,12,3,1,1,0,0,40,1,0
60,1,178312,7,9,3,6,3,1,1,7298,0,65,1,1
24,1,24243,7,9,2,11,1,1,1,0,1590,40,1,0
44,3,230684,7,9,3,3,3,1,1,0,0,55,1,0
58,1,183810,7,9,3,2,3,1,1,0,0,24,1,0
39,1,132879,4,10,3,1,3,1,1,0,0,50,1,1
25,1,476334,7,9,3,6,3,1,1,0,0,48,1,0
42,1,416506,15,12,2,12,1,1,1,14084,0,36,1,1
22,1,347867,7,9,5,6,1,1,1,0,1719,40,1,0
39,1,172855,7,9,1,4,5,2,2,0,0,40,1,0
36,1,263896,7,9,1,4,5,2,2,0,0,40,1,0
26,1,181896,7,9,2,2,2,1,2,0,0,40,1,0
53,1,77927,13,3,2,7,6,3,2,0,0,50,9,0
60,3,95490,7,9,3,6,3,1,1,0,0,45,1,0
28,1,72443,4,10,2,1,1,1,1,0,1669,60,1,0
21,1,191460,9,7,2,2,5,2,2,0,0,40,1,0
71,#N/A,46836,5,4,#N/A,#N/A,1,2,1,0,0,15,1,0
46,5,318259,7,9,2,2,5,1,2,0,0,40,1,0
62,1,178745,7,9,3,11,3,1,1,0,0,45,1,1
29,1,119793,4,10,2,6,6,1,1,0,0,50,1,0
41,1,267252,4,10,3,5,3,2,1,0,1902,40,1,1
21,2,24008,4,10,2,11,2,1,1,0,0,35,1,0
25,1,281627,3,13,2,12,1,1,2,0,1564,30,1,1
29,2,160731,10,14,3,12,3,1,1,0,0,50,14,0
47,2,149337,7,9,1,4,5,1,1,0,0,38,1,0
70,1,195739,8,6,4,11,5,1,1,0,0,45,1,0
39,1,66687,4,10,#N/A,11,5,1,1,0,0,45,1,0
46,1,28074,4,10,3,11,3,1,1,0,0,89,1,1
46,1,364913,9,7,3,3,3,2,1,0,0,40,1,0
43,1,162003,4,10,1,5,1,1,1,0,0,40,1,0
27,1,189565,7,9,3,1,2,1,1,0,0,40,1,0
42,1,344572,7,9,1,1,1,1,2,0,0,40,1,1
57,1,176904,9,7,3,7,3,1,1,0,0,40,1,0
28,1,203776,7,9,3,11,3,1,1,0,0,45,24,0
33,1,336061,7,9,3,1,3,1,1,0,0,50,1,0
36,6,107218,4,10,1,6,5,3,1,0,0,55,1,0
45,1,99355,7,9,3,9,3,2,1,0,0,40,1,1
59,1,750972,7,9,3,5,3,1,1,0,0,40,1,0
25,1,224203,9,7,3,11,3,#N/A,1,0,0,40,1,0
67,#N/A,81761,10,14,3,#N/A,3,1,1,0,0,2,1,0
45,1,421412,7,9,3,5,3,1,1,0,0,45,1,1
44,6,357679,3,13,3,8,3,1,1,15024,0,65,1,1
26,1,288959,7,9,3,6,3,2,1,0,0,36,1,0
47,1,104301,9,7,2,2,2,1,2,0,0,45,1,0
40,1,133986,8,6,#N/A,3,5,1,2,0,0,70,1,0
19,1,100790,7,9,2,10,1,1,2,0,0,40,1,0
40,1,153799,14,2,5,5,5,1,2,0,0,40,12,0
47,1,302711,9,7,1,4,5,1,2,0,0,40,1,0
54,5,182388,7,9,3,2,4,1,2,0,0,35,1,0
31,1,246439,4,10,3,11,3,1,1,0,0,45,1,0
24,1,236907,7,9,3,8,3,1,1,0,0,55,1,0
56,1,287833,4,10,3,4,4,1,2,0,0,35,1,1
19,1,113546,9,7,2,11,1,1,1,0,0,56,1,0
42,1,152629,4,10,3,6,3,1,1,0,0,45,1,1
67,1,101132,5,4,3,11,3,1,1,1797,0,40,1,0
49,2,36177,3,13,3,1,3,1,1,0,0,45,1,1
28,1,51672,7,9,2,11,1,1,1,0,0,35,1,0
34,5,211239,3,13,1,10,5,1,2,6497,0,40,1,0
36,1,216845,14,2,3,2,3,1,1,0,0,40,7,0
24,1,304386,7,9,2,2,2,1,2,0,0,30,1,0
33,1,124187,9,7,2,3,1,2,1,0,0,60,1,0
25,1,159732,4,10,2,4,1,1,1,0,0,42,1,0
45,1,44489,7,9,3,3,3,1,1,0,0,45,1,0
40,3,211518,3,13,1,2,5,1,2,0,0,20,1,0
28,1,136077,#N/A,11,3,11,3,1,1,0,0,40,24,0
24,1,95984,#N/A,11,2,6,1,1,1,0,0,55,1,0
23,1,277328,4,10,2,7,2,1,1,0,0,32,18,0
32,1,127384,#N/A,11,3,11,3,1,1,0,0,55,1,1
40,2,184378,3,13,3,4,3,1,1,0,0,40,1,0
36,1,140327,7,9,3,6,4,1,2,7298,0,35,1,1
32,6,169152,#N/A,11,1,1,1,1,2,10520,0,80,25,1
48,1,83407,10,14,3,10,3,1,1,0,0,50,1,1
38,1,357870,2,8,2,5,1,2,2,0,0,50,1,0
26,1,176756,4,10,3,6,3,1,1,0,0,40,1,0
28,1,248404,4,10,2,1,1,1,1,0,0,60,1,0
32,1,209808,4,10,3,6,3,1,1,0,1740,47,1,0
43,1,73333,12,15,2,8,1,1,2,0,0,32,1,0
42,1,83411,4,10,1,1,1,1,1,0,1408,40,1,0
64,#N/A,257790,7,9,1,#N/A,5,1,2,0,0,38,1,0
61,1,183355,7,9,3,4,3,1,1,0,0,40,1,1
42,3,214242,12,15,3,10,3,1,1,0,1902,50,1,1
21,#N/A,223515,4,10,2,#N/A,2,1,1,0,0,40,1,0
47,1,149700,3,13,3,12,3,1,1,15024,0,40,1,1
17,#N/A,237272,8,6,2,#N/A,2,1,1,0,0,30,1,0
35,1,148906,4,10,1,10,1,1,2,0,0,40,1,0
33,5,29144,#N/A,11,3,11,3,1,1,0,0,40,1,0
42,1,144056,#N/A,11,3,11,3,4,1,0,0,40,1,1
49,1,190319,3,13,5,4,1,4,1,0,0,40,9,0
44,1,184871,10,14,3,10,3,1,1,0,0,40,1,0
30,1,243841,7,9,1,2,6,3,2,0,0,40,3,0
25,1,216583,3,13,3,1,3,1,1,0,0,43,1,0
34,1,386877,7,9,3,5,3,2,1,0,0,40,1,0
27,1,132686,2,8,2,5,2,1,1,0,0,50,1,0
32,5,19302,15,12,3,9,3,1,1,0,0,56,8,1
19,2,159269,4,10,2,4,2,1,1,0,0,15,1,0
29,1,79586,7,9,3,11,3,4,1,0,0,65,1,0
23,1,116830,2,8,2,11,1,1,1,0,0,50,1,0
23,1,161532,7,9,3,11,3,1,1,0,0,40,1,0
24,4,306515,7,9,2,4,1,1,2,0,0,40,1,0
24,1,698418,4,10,2,4,2,2,2,0,0,25,1,0
46,1,269045,12,15,3,10,3,2,1,0,0,40,1,1
48,1,155372,7,9,4,5,5,1,2,0,0,36,1,0
31,1,111883,7,9,2,11,6,1,1,0,0,40,1,0
36,1,306567,7,9,3,3,4,1,2,0,0,40,1,1
31,2,78291,3,13,2,10,1,1,2,0,0,40,1,0
38,1,177121,4,10,#N/A,2,1,1,2,0,0,58,1,0
17,#N/A,303317,9,7,2,#N/A,2,1,1,0,0,40,1,0
34,1,426431,4,10,3,11,3,1,1,0,0,48,1,1
47,1,155107,7,9,3,12,3,1,1,0,0,40,1,0
41,5,120277,3,13,3,10,3,1,1,0,0,35,1,1
54,1,108960,9,7,3,5,3,1,1,0,0,40,1,0
35,#N/A,200426,7,9,3,#N/A,4,1,2,0,0,12,1,0
19,1,163015,4,10,2,5,2,1,2,0,0,20,1,0
26,1,262617,7,9,3,11,3,1,1,0,0,48,1,0
24,1,73514,4,10,2,6,1,3,2,0,0,50,9,0
49,1,192323,7,9,3,11,3,1,1,0,0,40,1,1
26,1,202156,7,9,3,2,2,1,2,0,0,30,1,0
27,1,113464,14,2,2,2,2,#N/A,1,0,0,35,12,0
66,3,291362,12,15,3,10,3,1,1,0,0,50,1,0
53,1,46155,7,9,3,14,6,1,2,0,0,40,1,0
25,2,120041,3,13,2,10,1,1,2,0,0,40,1,0
44,3,273465,15,12,2,6,2,1,1,0,0,50,1,0
28,2,149624,3,13,3,10,3,1,1,0,0,40,1,1
59,1,328525,7,9,3,4,3,1,1,2414,0,15,1,0
38,4,99280,4,10,1,4,1,1,2,0,0,30,1,0
39,1,203204,15,12,3,4,4,1,2,0,0,25,1,1
40,1,222011,10,14,2,10,1,1,2,0,0,45,1,1
74,2,117017,4,10,#N/A,6,1,1,1,0,0,16,1,0
27,3,259873,7,9,3,2,3,2,1,0,0,60,1,1
40,2,385357,3,13,3,9,3,1,1,0,0,72,1,1
37,1,86150,3,13,3,2,4,3,2,0,0,30,1,1
63,1,133144,7,9,3,2,3,1,1,2580,0,20,1,0
57,1,69884,7,9,3,6,3,1,1,0,0,40,1,1
29,4,124953,#N/A,11,3,12,3,1,1,0,0,42,1,1
38,1,258339,#N/A,11,3,2,3,1,1,0,0,70,22,0
20,1,147523,6,5,2,7,1,1,2,0,0,40,23,0
36,1,151764,4,10,3,6,3,1,1,5178,0,40,1,1
72,2,120733,5,4,4,2,5,2,2,0,0,40,1,0
36,1,111128,4,10,3,11,3,1,1,0,0,45,1,0
21,1,147655,7,9,2,2,2,1,2,0,0,35,1,0
37,1,238049,6,5,2,14,1,1,2,0,0,30,23,0
42,1,193494,7,9,3,5,3,1,1,0,0,40,1,1
51,5,146325,1,16,3,10,3,1,1,0,1887,40,1,1
48,1,197683,4,10,3,6,3,2,1,0,0,40,1,1
29,1,142519,7,9,2,7,2,1,1,0,0,40,1,0
37,1,278924,7,9,1,6,1,1,1,0,0,40,1,0
19,#N/A,192773,4,10,2,#N/A,2,1,2,0,0,35,1,0
43,2,126701,3,13,3,1,3,1,1,0,0,35,1,1
23,1,213955,7,9,2,4,2,2,1,0,2001,40,1,0
24,5,84257,3,13,2,10,1,1,1,0,0,50,1,0
54,1,175339,7,9,3,6,3,1,1,0,0,50,1,0
35,1,209609,7,9,3,3,3,1,1,0,0,60,1,0
63,1,301108,9,7,3,6,3,1,1,0,0,22,1,0
39,1,179481,3,13,3,6,3,1,1,0,0,40,1,0
47,1,161950,3,13,1,2,1,1,2,0,0,25,14,0
31,4,101345,7,9,2,7,2,1,2,0,0,40,1,0
35,1,37314,4,10,3,11,3,1,1,5013,0,40,1,0
45,1,185397,15,12,1,11,1,1,1,0,0,40,1,0
40,1,165309,4,10,3,3,3,1,1,0,0,43,1,0
30,1,196342,10,14,2,10,1,1,1,0,0,40,26,0
31,1,189461,15,12,1,4,5,1,2,0,0,41,1,0
40,5,233891,7,9,2,4,5,2,2,0,0,35,1,0
34,1,258170,7,9,1,1,5,1,2,0,0,38,1,0
25,1,145434,4,10,2,5,1,1,2,0,0,25,1,0
53,1,139127,7,9,1,2,1,1,2,0,0,40,1,0
52,1,117700,7,9,1,4,1,1,2,0,0,40,1,0
33,1,104509,4,10,1,4,5,1,2,0,0,40,1,0
19,1,213024,2,8,2,7,2,1,1,0,0,40,1,0
24,1,271379,4,10,2,6,1,1,2,0,0,25,1,0
38,5,94529,7,9,3,7,4,1,2,3103,0,50,1,1
58,3,35723,7,9,3,11,3,1,1,0,0,60,1,0
39,1,215981,4,10,3,6,3,1,1,0,0,40,1,1
18,1,157131,2,8,2,6,2,1,2,0,0,8,1,0
50,1,133963,3,13,1,6,1,1,2,0,0,50,1,0
53,1,230936,3,13,3,6,3,1,1,0,0,40,1,1
26,1,184026,4,10,2,10,1,#N/A,1,0,0,50,1,0
31,1,178841,7,9,2,4,1,1,2,0,0,40,1,0
40,1,31621,7,9,5,4,5,1,2,0,0,40,1,0
23,1,42251,3,13,2,10,1,1,2,0,0,40,1,0
25,1,75821,4,10,2,10,2,1,2,0,0,40,1,0
64,1,137205,#N/A,11,3,11,3,1,1,0,0,48,1,0
46,1,273771,3,13,3,6,3,1,1,99999,0,40,1,1
38,1,52738,4,10,3,11,3,1,1,0,0,40,1,0
69,4,47341,10,14,1,10,1,1,2,0,0,5,1,0
52,5,182856,10,14,2,10,1,1,1,10520,0,45,1,1
44,3,172296,4,10,#N/A,6,5,1,1,0,0,60,1,0
39,5,189911,9,7,1,4,5,1,2,0,0,40,1,0
66,1,304957,7,9,4,14,5,1,2,0,0,25,1,0
28,1,191088,3,13,3,1,4,1,2,0,0,40,1,1
40,1,182140,7,9,#N/A,3,5,2,1,0,0,40,1,0
38,#N/A,204668,#N/A,11,#N/A,#N/A,5,1,2,0,0,25,1,0
22,1,90896,4,10,2,6,2,1,2,0,0,40,1,0
22,1,194031,4,10,2,2,2,1,2,0,0,15,1,0
29,1,543477,4,10,2,4,2,2,2,0,0,40,1,0
18,6,29582,9,7,2,8,2,1,1,0,0,50,1,0
21,1,215039,7,9,2,11,2,1,1,0,0,13,#N/A,0
41,2,176663,7,9,3,4,4,1,2,0,0,40,1,0
40,1,145441,7,9,3,1,3,1,1,0,1485,40,1,1
42,1,201520,4,10,3,11,3,1,1,0,0,50,1,0
45,1,242552,4,10,2,6,1,2,1,0,0,40,1,0
36,1,62346,7,9,3,11,3,2,1,0,0,40,1,0
47,1,195688,7,9,3,4,4,1,2,0,0,40,1,0
28,1,107411,3,13,2,10,1,1,2,0,0,35,1,0
51,1,128143,4,10,3,11,3,1,1,0,0,40,1,1
30,1,323054,8,6,1,2,1,4,1,0,0,40,1,0
25,1,54298,7,9,3,6,3,1,1,0,0,30,1,0
43,1,111252,4,10,3,3,3,1,1,0,0,42,1,0
90,5,214594,5,4,3,9,3,1,1,2653,0,40,1,0
36,1,280169,10,14,3,1,3,1,1,0,0,50,1,1
35,1,187589,#N/A,11,3,11,3,1,1,0,0,40,1,0
33,1,245777,7,9,1,6,1,1,1,0,0,40,1,0
43,1,107503,3,13,3,10,3,1,1,0,0,48,1,1
48,5,328610,12,15,3,10,3,1,1,0,0,45,1,1
24,1,153133,2,8,2,5,2,2,1,0,0,40,1,0
27,1,153805,4,10,2,11,5,#N/A,1,0,0,45,6,0
30,1,119411,7,9,1,8,1,1,1,0,0,40,1,0
20,1,123173,4,10,2,6,2,2,2,0,0,15,1,0
45,1,180309,4,10,1,5,5,1,2,0,0,40,1,0
24,1,102258,3,13,3,6,3,1,1,0,0,40,1,0
63,1,253556,7,9,1,6,1,1,1,0,0,40,1,0
27,1,134152,7,9,3,5,3,1,1,0,0,45,1,0
29,1,53063,3,13,2,10,1,1,1,0,0,40,1,0
62,1,113080,5,4,1,11,2,1,1,0,0,40,1,0
45,1,205100,3,13,3,1,3,1,1,15024,0,60,1,1
21,1,251603,7,9,2,4,1,1,2,0,0,40,1,0
29,4,114072,4,10,3,9,3,1,1,0,0,46,1,1
54,3,139023,4,10,3,6,3,1,1,0,0,40,1,0
42,1,234633,9,7,3,3,3,1,1,0,0,47,1,0
50,6,176751,10,14,1,1,1,1,1,0,0,80,1,1
23,1,210474,4,10,2,2,2,1,2,0,0,30,1,0
57,1,220986,7,9,3,6,3,1,1,0,0,40,1,1
49,1,289964,4,10,#N/A,6,1,1,1,0,0,50,1,0
22,#N/A,354351,4,10,2,#N/A,1,1,1,0,0,40,1,0
43,1,131435,3,13,1,2,1,1,2,0,0,40,1,0
56,1,182062,3,13,3,12,3,1,1,0,0,48,1,1
27,3,209301,7,9,3,11,3,1,1,0,0,60,1,0
46,1,153536,4,10,3,1,3,1,1,3103,0,40,1,1
41,1,56795,10,14,3,10,4,1,2,0,0,45,8,0
47,1,119939,7,9,3,11,3,1,1,0,0,40,1,1
17,5,191910,9,7,2,6,2,1,1,0,0,20,1,0
46,1,114797,7,9,3,5,4,2,2,0,0,36,1,0
45,3,118081,4,10,3,2,3,1,1,3103,0,42,1,0
28,1,480861,7,9,3,5,3,1,1,0,0,45,1,0
68,1,357233,7,9,4,7,6,1,2,0,0,10,1,0
43,2,27661,10,14,2,10,1,1,1,0,0,45,1,0
28,1,363257,3,13,2,10,1,2,1,0,0,50,1,0
28,5,169069,7,9,2,9,1,1,1,0,0,40,1,0
42,1,175526,7,9,3,5,3,1,1,0,0,40,1,0
20,1,47678,7,9,2,11,2,1,1,0,0,40,1,0
18,1,120691,4,10,2,2,2,2,1,0,0,35,#N/A,0
32,1,218322,7,9,3,11,3,1,1,0,0,40,1,0
42,1,210534,13,3,#N/A,4,6,1,1,0,0,40,23,0
49,1,239865,7,9,3,12,3,1,1,0,0,50,1,1
22,#N/A,42004,4,10,2,#N/A,2,1,1,0,0,30,1,0
54,5,54377,10,14,1,10,1,1,2,0,0,40,1,0
29,1,135296,3,13,2,1,1,1,2,0,2258,45,1,1
27,1,1490400,4,10,3,1,3,1,1,0,0,40,1,0
61,1,171429,9,7,1,2,5,1,2,0,0,36,1,0
23,1,235853,7,9,3,6,3,1,1,0,0,45,1,0
27,#N/A,119851,4,10,1,#N/A,5,4,2,0,0,40,1,0
49,5,123088,4,10,3,1,3,1,1,0,0,46,1,0
57,1,74156,7,9,3,2,3,1,1,0,0,30,1,0
66,1,30740,7,9,2,12,1,1,2,0,0,15,1,0
35,1,193106,7,9,#N/A,4,5,1,2,0,0,32,1,0
48,1,355781,3,13,3,10,3,3,1,0,0,40,19,1
35,1,409200,15,12,2,9,1,1,1,0,0,40,1,0
42,3,206066,10,14,2,10,2,1,1,0,0,45,1,0
37,1,51198,4,10,3,11,3,1,1,0,0,45,1,0
22,1,61850,10,14,2,6,6,1,2,0,0,21,1,0
53,3,159876,7,9,3,11,3,2,1,3103,0,72,1,0
37,1,281751,4,10,1,2,5,1,2,0,0,30,1,0
23,6,216889,7,9,3,6,3,1,1,0,1977,40,1,1
45,1,45857,9,7,3,2,4,1,2,0,0,36,1,0
62,1,94318,3,13,3,10,3,1,1,0,0,50,1,1
36,1,33983,#N/A,11,2,4,1,1,1,0,0,42,1,1
48,1,143299,7,9,2,5,1,2,1,0,0,40,1,0
53,1,141388,7,9,3,3,3,1,1,0,0,40,1,1
45,1,99179,9,7,4,4,5,1,2,0,0,40,1,0
29,1,158096,3,13,2,5,1,1,1,0,0,40,1,0
23,1,208946,3,13,2,6,2,1,1,0,0,40,1,0
57,6,199768,7,9,3,6,3,1,1,0,1902,30,1,1
28,1,67386,7,9,2,2,5,1,2,0,0,40,1,0
32,1,207668,3,13,2,1,6,1,1,0,2444,50,1,1
21,1,119309,4,10,2,12,2,1,1,0,1602,16,1,0
48,1,149210,7,9,#N/A,11,5,2,1,0,0,45,1,0
47,1,73064,5,4,3,5,4,2,2,0,0,35,1,0
21,1,263641,7,9,1,6,6,1,2,0,0,40,1,0
57,1,161662,7,9,5,11,1,1,1,4650,0,40,1,0
19,1,328167,7,9,2,2,2,1,1,0,0,35,1,0
38,1,183683,8,6,5,2,1,1,1,0,0,45,1,0
46,1,501671,8,6,1,5,5,2,1,0,0,40,1,0
27,1,183523,4,10,3,3,3,1,1,0,0,40,1,1
27,1,380560,7,9,2,8,6,1,1,0,0,40,7,0
50,1,158284,4,10,3,5,3,1,1,0,0,40,1,0
34,1,199227,4,10,3,1,3,1,1,0,0,55,1,0
64,3,192695,13,3,3,8,3,1,1,0,0,70,11,0
46,1,234690,3,13,3,4,3,1,1,0,0,40,18,1
57,3,225913,4,10,3,3,3,1,1,0,0,45,1,1
50,1,195844,15,12,3,1,3,1,1,0,0,50,1,1
25,2,81993,3,13,2,10,2,1,1,0,0,46,1,0
30,1,213722,12,15,2,10,1,1,1,0,0,50,1,1
41,4,130760,3,13,3,12,3,1,1,0,0,24,1,0
33,1,229636,7,9,2,11,1,1,1,0,0,40,7,0
23,1,490645,4,10,3,10,3,1,1,2829,0,42,1,0
39,1,177154,3,13,3,6,3,1,1,15024,0,50,1,1
42,1,152676,7,9,1,1,2,1,1,0,0,40,1,0
43,1,271807,4,10,1,11,1,1,1,0,0,40,1,0
33,1,152591,4,10,1,1,2,1,2,0,0,40,1,0
50,1,98975,3,13,3,1,3,1,1,15024,0,40,1,1
35,3,115618,7,9,1,6,1,1,1,0,0,50,1,1
19,#N/A,351195,6,5,2,#N/A,6,1,1,0,1719,35,23,0
51,3,222883,3,13,3,6,3,2,1,0,0,55,1,0
38,1,186145,4,10,3,6,4,1,2,0,0,40,1,1
43,1,108126,7,9,1,2,5,1,2,0,1762,24,1,0
20,1,137618,4,10,2,3,2,1,1,0,0,35,1,0
35,1,156728,7,9,3,8,3,1,1,0,0,40,1,0
